ac_dc_ratio,perfusion_index,peak_amplitude_std,valley_amplitude_std,SpO2
72.62284377817015,148.84093625932726,76861555.10426813,109350801.58135779,97.0
-228.66766766783897,-1020.0479132923798,72744775.93472555,82501431.0289767,96.0
9.460287905826867,41.95650062479253,127427888.7730237,58481866.697825916,98.0
-14.612962956376748,-32.70070677253419,126069501.84955612,105547213.44107586,98.0
-161.61445493345258,-660.6545635164462,342564311.2753258,379957153.438973,98.0
7.23261724806782,33.95193250734926,115820939.29762705,137512836.24137196,97.0
-41.403277911238696,-137.68945030164366,22438017.78023655,26671648.11114432,97.0
-3137.689088327169,-11192.514801695326,227169482.19010925,432564351.70704776,97.0
6.968840334220272,71.0011986815165,12838212.652544053,39845135.451181635,97.0
-2.82324517151466,-25.251891200282785,15825004.69469029,93145362.00834511,97.0
-595.4387682415412,-1812.664287327527,120785953.33949839,132911390.54591584,97.0
-7.115968139319742,-28.648178852896162,620897521.1804934,709900268.9426502,96.0
14.164693639382927,37.37593945625584,251373294.72024873,263136084.9631552,97.0
25.19251611336647,167.70878812028823,76447080.20219493,73912286.8441353,96.0
-4.335534561443857,-25.34893601949798,33029309.5639761,109719953.886089,98.0
-12.675416596152553,-56.80799293500912,308247112.91850734,265776645.2375344,98.0
-23.892090254428062,-102.36737539486516,411752642.9837001,415647015.4828936,97.0
14.261143630550807,52.51772902011033,598213117.1771591,500432586.2508365,97.0
339.3206631121067,1235.0905206787395,534904858.2656033,562152038.8615355,98.0
-6.633330528064549,-25.809814109654948,266574747.51225296,239147120.60312232,98.0
-235.46128197137773,-1018.8481905043286,241519539.7847179,187306757.95745814,97.0
54.55142241478122,153.87983351998753,312096129.7358065,379454867.6249822,98.0
67.37490363867596,198.69605448997643,285643386.3821377,257888244.51957795,97.0
24.444664207141663,69.60890741424184,4918156.846780698,2609747.033557272,97.0
10.42316057153789,38.96696223285308,10328964.121624045,8762985.371562244,97.0
123.6858287950434,356.28596774720614,75465035.21065082,93397167.65810387,96.0
27.496112127636362,40.72938660163285,73654874.19324704,57128179.15175375,97.0
79.82621884585367,106.5080416515364,86936406.75834614,56009617.032271646,97.0
-19.065209655057505,-26.521125319324526,133375084.62605998,149039452.28123102,97.0
35.302429402316065,57.74494945331587,194334995.81349096,145086919.76133457,97.0
-72.30605706666096,-143.60460792525754,277797520.1378366,243759009.70708436,97.0
-594.8895607966695,-1339.0754847469443,36608785.90456345,29651015.59490953,97.0
2.51209401403457,14.719574320574692,35395819.29215377,23684793.505407266,94.0
17.631644240501124,39.07741165911374,81154406.85063042,81795557.48869751,96.0
18.286464403011212,106.39032217899538,116395818.48729903,186988448.09658414,96.0
-35.110168131136646,-136.84622024723484,109259941.00278987,115051477.45894001,96.0
-23.803295003569705,-41.85847403276927,325103380.90333223,305091372.7331093,97.0
-76.53791591907435,-116.89238679176718,177556174.2489654,114281206.04301666,96.0
-54.32566855731403,-161.07117255357275,32518569.20465191,51761628.248375185,97.0
18.452121900794733,40.37739157118503,254482645.32771584,197139865.4321575,96.0
25.772690429942045,63.877434517620706,53204355.77630008,45384132.176148884,97.0
69.98612438289666,118.39332272494735,121307545.45436232,75807319.38309275,96.0
-21.595133858921645,-54.46786064586461,114426786.63837983,100066229.53466743,96.0
27.851840646543604,46.50702672321014,191665812.2555312,131331389.64749625,97.0
-6.9030821408560925,-99.3448752563232,11909593.999739487,4476708.408790214,97.0
7.956768358423847,50.91530057615721,21044881.034177158,14922937.519845845,96.0
8.944950999210489,79.08107994521356,3824924.349496499,1368949.869817698,96.0
-1063.098516800846,-5415.26327676425,11888569.173274517,16030497.944997113,96.0
-31.63633701275654,-149.07402508107742,12126118.271407478,10261158.340856757,96.0
16.730899295911083,113.2104453553336,12943964.085539319,13862941.05403278,96.0
31.27460580906603,52.02570760576216,60255180.664804004,60972042.90115521,96.0
25.81741060701472,60.10165626747034,297664844.8176455,261230566.36244148,97.0
512.6361832265893,1036.2154537706303,92554130.37029956,73874954.16716903,97.0
347.8830417819861,697.4097725703083,79390080.55508164,91968328.07529221,96.0
-18.215993601936525,-43.2019161622409,67046590.430708386,61134267.537540205,96.0
-20.885695322717662,-116.30733380027485,9252706.835224018,16827367.11584715,97.0
21.619311911394583,36.25598356771992,38407335.06547185,31095380.6962638,96.0
-214.50438196951424,-275.3880711716242,75044316.03905095,62701272.0455712,96.0
-930.3720471400469,-1568.7947531095754,180252917.67558587,111564490.34898724,97.0
-19.703704233783803,-77.69290372887342,84200040.71883364,84181047.94126582,97.0
-14.534577642533634,-24.685755660735122,92089552.38737236,88394674.44774725,97.0
-25.77311575317802,-38.072808695413315,53893474.91942445,55135239.98175621,96.0
-68.11203310320828,-145.7982415278793,68424722.07435626,71358270.65842195,97.0
-24.88961121885959,-39.65203963941643,101493209.5690907,100689202.50741531,97.0
-33.886728514009974,-66.00440485716072,101415114.88703303,159788342.46989712,96.0
27.462127369989407,45.849363922071355,91007060.49248642,77212671.14846118,97.0
128.65711752316545,276.93834798687334,110638209.5090397,96641959.52057272,96.0
-123.36265836782357,-198.9963130350034,98591322.26504257,105464075.0420084,97.0
241.58890219928242,384.7969914231597,130680583.80299395,106926743.28773421,97.0
