ac_dc_ratio,perfusion_index,peak_amplitude_std,valley_amplitude_std,SpO2
22.18028854966957,33.37980803127552,223231823.7322343,198781491.1006772,98.0
29.07966739874568,42.549152358415256,364531824.07698464,292256938.7672091,98.0
187.15399128050308,584.4629399194072,46715689.742739625,60120279.77210803,97.0
-24.86748046233718,-69.58564322846236,197631180.04447287,120081005.30201842,98.0
41.4139740781508,154.71640147556042,44725798.46621877,48300211.75429681,97.0
-13.732145453337896,-50.948830825399654,14768009.375151621,13196584.049097426,98.0
22.751652209226286,52.861621021095914,107922357.14742786,146964795.76807326,97.0
-49.54981946279897,-221.40263631611046,37418249.6367848,22125024.848150175,98.0
-40.59076343407184,-161.07684204903413,64833865.60470807,80196132.70884162,97.0
-13.43768642072821,-56.94935826512797,155192001.29078355,138776553.2542919,97.0
-40.52366320798928,-86.54472780523125,196505612.53974763,197994110.47646734,95.0
58.95502406932199,135.71108133922485,86958476.20600075,76105756.4699665,97.0
-28.07657319979623,-71.59364788254105,103079284.58928984,54976997.88171209,97.0
-684.5150122781175,-1258.239052013177,166380695.349676,249210142.60818404,98.0
-405.5202457249491,-945.8201500116035,431171957.26482874,249853427.03502393,98.0
34.5013959838171,72.98308340471227,165319905.66433635,130667668.90656684,99.0
12.690668667296556,31.36515578955876,208862906.75208956,150942995.16141972,98.0
26.477133988312907,78.64109823804097,91891874.52926397,161849126.58359152,99.0
9.987087018926296,28.215994825359676,452934988.49807113,277509963.7801157,99.0
-23.389702793477237,-124.34284608332328,59243659.97970741,35253671.744033985,99.0
20.45289540198412,62.1072515143257,113973534.47173809,102942030.60047935,98.0
59.99549821646953,233.72029507119703,135210488.72747603,137659762.08887738,99.0
51.3432495353372,126.83454430123976,170937530.39569354,112792760.45354025,99.0
44.48937704937309,113.69482975974641,115192290.79670265,98979032.24418436,99.0
-713.1406712831961,-2521.456738542858,129711008.54196145,217819334.39213932,99.0
-22.187318972658318,-54.828637392974564,122373099.84240447,179824330.37465343,99.0
-29.834171725823808,-122.9203891786285,196448074.27608326,119231341.09709492,99.0
40.99080726452386,126.43160267882845,121465182.94391349,80149835.91533016,98.0
33.985966819845274,237.54827513494342,9407884.633534469,23260602.80860782,98.0
804.3008635370721,2910.0960810977067,70363181.59145682,31056937.527197756,99.0
-168.44753127004367,-344.6094919514443,34348421.27954204,39250554.70802195,98.0
29.038747349445327,119.44626003256626,24942733.69975087,8046069.569704784,98.0
19.60809849036493,54.55853548991213,176884609.900146,205402486.10751346,98.0
-21.702623204296025,-44.2365606641836,204455218.30158252,191476172.5524181,98.0
-156.09133947699763,-327.2165493900724,372649400.43728137,367303166.4388718,98.0
-14.857250077813532,-26.910164152545303,281375314.1274669,529995570.5412286,96.0
-35.07386841988992,-167.8022822839775,372035039.54964125,220191157.84095863,96.0
-14.77197362334103,-38.97878106863963,399766884.08322465,302062939.34234035,97.0
-18.208973133784756,-59.16773505960637,52694079.72866887,27388508.324489713,96.0
35.52158198344658,92.84133503025276,26970682.813894603,43891916.632924385,96.0
36.52544798697452,165.17495732195687,126696728.3948101,114681370.04770522,97.0
-17.61694684821814,-29.676244747171506,121782860.48353909,85253089.51469028,96.0
-36.05751398548962,-119.59874597126638,54861405.72525034,40237111.22865971,96.0
-29.087741317745976,-124.28968911896266,129711593.97188339,109384021.09018691,96.0
-25.711359285446193,-44.93337808526685,96146257.99722058,84264698.05017628,96.0
-42.189843583901215,-100.44646327803713,84309923.35403226,75104885.73153271,96.0
-26.718123388383987,-62.26285449545039,93177279.31196515,269987889.03165215,96.0
64.92067661293325,121.42540050174644,158940954.2562958,196277063.87128803,96.0
-66.72046053933879,-112.9102140570114,190066856.69787672,205222410.37553027,96.0
-17.08496788992627,-27.299375982919006,141425704.97690645,145769532.29322636,96.0
-28.955910669271624,-46.95612572023624,88921841.37175757,152732576.62782544,96.0
-312.1930309583674,-1616.5134558341385,146293593.3640847,162420916.15669075,96.0
62.08526617949542,139.26381225122051,186418163.1296537,182761239.75887832,97.0
15.799457224608469,49.71205370943474,144012885.1943534,150857133.78440288,96.0
-6.121900829614159,-28.45475127178531,108318953.49150662,92171341.71306017,95.0
-32.624510438494866,-117.0421108959724,172446315.64043114,233954693.1715796,96.0
-21.30215612685785,-88.16096055281955,204966972.9671739,295167256.2346552,95.0
-12.407425232321552,-42.666438701748476,114773855.28460447,150002692.3407995,96.0
-124.46482636956493,-245.9930916264895,199311920.53680566,240274233.4435943,96.0
-10.234392231733889,-30.7421486732882,133523830.64617655,157692778.69118735,96.0
115.8609983656062,277.2601861713653,131758402.63491508,122657084.90267557,96.0
83.75900682141615,182.1990444880194,340348510.32852256,219038060.4806186,96.0
91.9794161611587,598.1078182797602,95905404.48988773,152139937.64994895,95.0
14.804131633749007,53.77958449125666,57780079.212533295,55528624.262465395,96.0
-164.32517904834566,-533.3904782272477,507034085.94078034,619523755.5722506,95.0
-20.073550828005285,-76.89246440603368,88037089.87578942,77918911.56409064,97.0
-89.294877208743,-334.703567344812,185719976.15835577,188985577.7351289,95.0
-46.12238951858162,-154.67026209959937,421298964.6425641,343746862.7278893,95.0
5.93869629752777,27.585893845343215,125110705.09063435,109489856.70737852,95.0
-24.675457942507563,-75.64269598096486,111505902.77041778,82674990.20404638,96.0
19.438512990360064,53.006776823212334,98800767.02530505,103544658.20128743,95.0
42.76203541701565,100.75439945850442,129294376.08790031,114720948.77337587,95.0
18.033675527823412,54.072068058619244,162673084.27259496,130931878.2819171,96.0
54.14232291887175,129.98904649708317,120036771.48557831,130506175.30900648,97.0
-67.3139703370897,-340.2465501959255,43571714.05192747,59208925.33326166,97.0
-30.696121921077122,-170.25354473155042,37767075.878684394,17579595.355469797,97.0
22407.28165784186,41612.42235362098,130324898.42886263,113175153.51992239,97.0
361.43426600793373,2318.277117979129,10682479.126471572,5948259.228383071,98.0
19.430566006698974,59.78595543723855,60574441.32507001,51719846.32472838,97.0
-5.669244507421222,-28.990505810228047,18952905.283815555,17272910.727705084,97.0
11.699377502676796,39.32361283707846,56323171.09777553,35373141.06637524,96.0
-21.970371486262863,-44.93783650822755,52016214.19788087,57085138.15674358,97.0
20.011055023390018,46.19299611065613,89632643.30187239,89534297.35909587,96.0
18.613634060687442,137.39489681470792,19815218.952607755,31144003.343697306,97.0
-14.404285847461983,-35.90769524438909,56286282.57973086,99669205.85573341,97.0
-1093.4738273764456,-7568.046057441521,27621151.531650048,42038548.992372595,97.0
29.584656505947258,111.60672260414746,38941231.00980444,54635661.73844452,95.0
23.481830297189912,89.6903862807143,28645559.823613446,44117238.84956552,97.0
-246.1332491431404,-891.6068055111025,54452873.159061275,49540519.93531366,97.0
-19.93640591963213,-135.46394800133552,11871023.343925882,5716805.551467695,96.0
-142.24719736598718,-381.4289702113421,82359927.50307971,68456033.50159603,97.0
31.15924656617116,107.83569951351949,78298872.06208184,38197688.24100214,97.0
25.145443385471456,59.96275160678722,43004981.8863971,35953624.902573474,95.0
36.21498435858106,69.72609164775369,109800618.20151366,88182055.08990823,96.0
-12.480459328975892,-25.82751204116429,43132165.61577407,43944057.31388771,96.0
-56.80276191730096,-120.95009183408176,71353100.38873155,71366429.98319694,97.0
-40.30012874686774,-176.10450175712,11777184.373998834,50454387.24628265,97.0
13.720221288724535,38.39753467084793,31850057.648549337,34466662.09762139,97.0
6.504288564203924,27.29040100694442,108154612.82511897,69669113.1271816,95.0
14.087266155844523,57.82335288595783,32163412.28311884,41096563.29914457,94.0
8.12418181903672,32.18773968567415,23402877.529024042,26282905.117542636,99.0
-10.406540014554352,-28.22037610777272,18183056.09131834,26000485.290463462,94.0
-35.0247166714177,-108.0142891518286,36152769.15109513,17408869.43568439,96.0
18.598699664746704,70.9930244368653,20958845.386711992,12139209.491067413,96.0
-12.459846565325497,-35.85739896560791,131230698.90336733,55800397.09910726,96.0
28.78558651459951,117.6990922911224,8358468.1822639275,14490821.18294154,96.0
-60.19498065035069,-229.5138881460484,17103846.217225265,9183349.186597401,96.0
11.59930078536683,33.120318261573516,104177982.61086203,61873587.05152333,95.0
38.51693952670174,86.30206271656459,76351899.6929856,105221830.80269499,94.0
776.3517622219307,3822.96639001493,64516930.922820896,72343123.53196955,98.0
-9.584187793553333,-60.765890255287445,70464977.78982404,71903663.70788223,98.0
-18.872695091138812,-50.53233958991866,184359931.0834696,192460875.56468627,97.0
-58.98771285237912,-141.0190812724932,110133234.50944778,179348356.58621812,98.0
22.269143521110134,85.8968602956692,95710008.23534718,146699087.7440003,98.0
-18.458459760904113,-38.98420273145024,43430678.71746526,59857509.262362674,98.0
-1.849578681606411,-16.91640004021915,11892149.622927504,44747105.22171828,98.0
14.783748715906244,47.62757421590467,162709167.03324646,100426109.49062969,97.0
-10.533105387855846,-33.426085031079715,109631956.4840659,111042437.21699315,98.0
-10.965558413823516,-42.522804021149064,182496103.14453667,139176696.4711825,98.0
-25.839256998357516,-101.22607634064953,47640557.1891193,34584295.247311525,97.0
-8.055793645408027,-31.083790453952908,298150812.97096425,334938956.09363437,98.0
-13.353612093289309,-41.2430064168209,500131824.5428398,518410792.77070487,98.0
-6.6269379621050915,-36.49611995166209,205307733.35118532,196347404.22525316,97.0
-36.92313604518026,-273.8744508524092,14230310.097909542,28879566.00472625,98.0
8.200909608567194,32.88442650949503,51679418.41707209,33913887.02119562,97.0
15.503357677368923,49.60375523659971,192160054.11877418,198990914.32786956,97.0
9.699455810880746,51.27516392315911,122004323.50685668,75331554.47275896,97.0
-32.57206012657019,-181.01299207083048,156066798.23051137,103839237.01943678,97.0
1201.8428364244812,4848.942343869715,7845478.696006705,19301940.385936625,96.0
846.8703478266349,3276.7924259301712,59336308.03819105,39155994.0212619,96.0
-15.541441996597934,-47.14854954315835,65921789.25020794,66985182.553855814,96.0
-24.8855586779232,-109.25063433051128,24098785.249801904,18451265.334924676,99.0
-10.908012253230725,-64.94807872945408,57910875.14317471,48276407.51906113,99.0
6.397742025930491,25.798969182157137,48453281.36991493,44919958.37053766,98.0
-25.483757480951237,-60.59039570925909,130753043.15673034,139636901.1212349,97.0
-157.98777808976263,-320.0106505084397,310041230.14565593,428628419.6174542,98.0
34.3891924252588,62.09394135211229,132709185.71338406,117820140.35416704,98.0
12.700388992320997,24.51828692330905,340475382.03686565,336264957.01065,98.0
-292.3084219892797,-625.5060352759979,136595245.9281957,91875642.96507014,98.0
54.34814485926292,89.90970956571587,184093969.94222888,254304335.77934426,98.0
16.592785761551987,47.59276935249519,264742471.29875863,154311919.9573534,98.0
44.398156022638666,65.33101742738769,125989711.49697933,177419380.722225,98.0
23.430106526825078,44.860983953495406,416381427.19584304,516986223.76984394,98.0
30.773808667674235,60.84878021477345,229041841.7153483,203318935.71774378,98.0
10.76888531901473,23.30023297992279,251351666.27424985,282783739.0464576,98.0
-10.12849651555469,-19.439685976638046,57192792.20294769,73214856.65127398,98.0
29.265406216281136,162.86745770598128,85518045.63572156,129876709.4801597,98.0
1028.1379474249027,7244.586227506431,10720536.408262838,32351602.34452686,98.0
3436.354767847084,30881.846646588085,10485768.052001067,11732391.645639818,98.0
21.28926983467028,38.83074950001705,65697229.10008459,56630947.96201436,99.0
18.02979525030181,44.47220169731263,71813460.38905524,55958435.674598224,99.0
12.977135215739192,68.22704186635373,96887094.6897148,68770028.8060078,99.0
-30.78223727386789,-53.67172542745099,162727651.66606414,148857683.54594046,99.0
-13.239857717070551,-33.07921425477689,31699359.65830908,69404446.36595923,99.0
-12.269820706938772,-28.735049496254618,43696070.013353065,37956529.43738511,99.0
-68.90623169240138,-130.22556734833248,146805704.94810247,101312209.1021923,98.0
-37.30316719313436,-73.98648314969421,139582015.72539055,204759760.90784413,99.0
-16.554732853943545,-30.43382249059491,85331667.68738395,54288430.56090851,99.0
-44.97718334953092,-88.07332659269449,35038893.73768882,26890232.18973185,99.0
62.763630465769694,98.7797281296097,51979432.94425961,69210222.27435824,99.0
51.73683896028291,477.1303894936756,19043411.27396914,22873609.45467743,97.0
22.161116221902493,131.05923372356617,9973421.755513055,6616547.238301166,97.0
2.824086408620725,17.433319824684293,20369773.416965406,8094265.2297346005,97.0
267.7427407643339,430.12829768560454,188203979.17076367,123827836.29349017,97.0
41.133500494080536,82.0556637375371,141895421.01692584,97487224.90139773,97.0
-73.86870022148841,-114.4677329468171,147028073.52464303,160794197.2533922,97.0
277.35788228769695,483.2152996854228,115476146.50077523,123693386.64064261,97.0
368.1283723920142,680.9900100295089,210341143.31728718,211256058.10019562,97.0
-13.204941131539874,-21.154626732699768,67649877.28899483,83660063.44508971,97.0
-179.70298556623985,-256.7521383154182,141667303.5075738,152336073.4792764,97.0
30.969202280992306,44.61669910212384,72052568.51525918,86657436.16439803,97.0
22.54100618264126,50.21971235710943,232591070.98257545,159609129.36059263,97.0
-175.3727466235838,-321.1157741206404,129751186.29298812,131303952.82312672,97.0
-9.614330526251674,-24.80824822417207,102446692.08692841,100687940.64516275,97.0
-172.72352194526917,-436.8803593356522,167672248.49339616,172275180.50035515,97.0
298.57826495130723,1956.2447688305901,20695522.1387252,20197252.663561124,99.0
18.80193478615581,83.36039622050575,5875653.990649569,10228738.334521906,96.0
16.198181686574117,101.21193313838383,57852128.39428246,103358412.53641808,98.0
152.97291986620522,427.9468515267124,14502394.926358541,17255338.739977397,97.0
57.07822755910325,153.1099655603221,18905660.04245394,19105227.82848947,97.0
276.16208363957776,1030.2246059314107,374084588.1164479,382863857.652852,96.0
-571.6609040856766,-2111.6331943595064,148786998.52569342,167733891.4563719,94.0
21.864774849271026,44.940527875943204,82176417.58489023,90463938.61699402,98.0
-66.87602714959654,-123.15670253480117,142689310.36952418,150571473.33863267,97.0
157.46147230348683,735.3157961435861,275734078.6242754,250026290.47524872,97.0
94.34228040521317,225.11908586508795,126240669.12748536,150351081.30840585,96.0
19.29687965988259,51.71465383194796,164949805.94621426,189818951.85874048,96.0
-56.48215205836346,-149.95471156290367,216328466.89190164,179468040.56756714,97.0
13.61604023826727,33.49938796194515,122899702.74472055,124437867.69612065,97.0
22.556125988218852,42.544502426838505,135331128.7246839,134007361.27514406,98.0
-64.40336069942606,-189.0888773625521,104096214.48393768,81062428.09997894,98.0
84.03588039023646,260.29368063095865,190597598.41916186,182332441.8595608,97.0
10.91320161670715,35.06354328963428,246664161.91826415,211654365.331119,98.0
-9.363400779376903,-31.13473687925766,103365027.25755511,109754706.58532219,99.0
-12.446408954038207,-62.012530490686416,355541240.2727952,300120504.9510014,98.0
89.98302117581055,428.2977540983457,258948195.66168034,319057804.03225416,97.0
50.142948823447504,216.46446662740087,57147077.75810591,19416164.67564404,96.0
5.641462733535035,30.052255048913253,118492933.46120492,150582511.6716832,98.0
-31.180008435624092,-104.39076214884614,163261087.60345542,201857823.57531062,98.0
36.07924161297578,117.40320399100493,120060114.66664852,130114310.56038058,98.0
26.751191815606344,75.83327945242274,94767811.34333137,91708453.56828654,98.0
-37.41446214439744,-122.29402819531013,302229260.27115405,346723382.7855462,98.0
12.233141487069709,47.58969875300394,365291358.0899375,402216586.64478666,98.0
-17.87203939745621,-98.01231081364365,67366397.38904916,133308537.8202006,98.0
28.229794698176402,128.2686098699357,133709063.40596507,114239028.80263485,98.0
6.957159071720685,36.1893572228622,15194081.86744477,8578460.586665796,97.0
-24.521137971500142,-61.400963886499625,61567189.99458458,61084728.953445695,98.0
42.58411416266835,168.29208930362927,52823005.244231574,68051659.85387167,96.0
-39.81543073215719,-134.09908651893326,38113993.67082276,54881438.18314687,98.0
-133.3133877540998,-516.0358466395485,75769717.10566404,36127740.940875344,97.0
5679.921228483606,18748.807226994777,99254626.93898186,130618119.84948331,98.0
132.0951797869796,387.8460483737923,39503237.75157333,28666387.87435792,95.0
14.517602637650281,63.488857083737685,65054610.94621642,116859193.50443552,96.0
-20.04007777080983,-43.60556818728751,180849895.401958,245185177.15643832,96.0
-33.71138248247604,-82.746154809801,104938385.81404522,75138862.50421043,96.0
649.0295463201843,4700.46289082663,12507193.659055628,25760477.724284388,96.0
25.746293767274953,59.63089561485593,104189271.6085759,61693966.53587073,96.0
32.233128203670425,162.18796308366476,13311275.370425733,14461159.815576522,94.0
28.548618208099565,132.51838668483165,35657256.93168845,66189316.19683034,97.0
1333.0230345810876,5326.508226636028,62553446.40693822,86718300.270988,95.0
10.939624078801849,55.070308400128255,30440974.094869424,19123930.418292787,95.0
60.636406289652015,173.89025674251837,77696100.66985124,84163397.96229677,95.0
151.138966377876,466.10566594626897,108504995.20298785,85323711.72149676,96.0
26.578769905228665,118.8736326666245,19398841.916019414,17927938.935289424,94.0
14.57254713312914,46.72802322580854,34607514.221800536,44765780.61339753,96.0
-5.293159079220025,-34.11625319827757,32724511.361350723,36812052.215996794,96.0
-53.67412289854892,-250.79546272761095,131334227.72596924,141967457.52734232,96.0
7.555845984484603,64.87132932629629,34269546.23902494,18076944.021547668,96.0
-166.36424093631618,-1088.7059350127315,7711898.404881562,3867480.7689180793,98.0
-65.0744422758655,-412.1917794451965,6515680.695871716,2447599.1151992995,97.0
-13.796442179704789,-49.50441659639591,30669746.155977745,42999350.03211161,97.0
10.399671985764497,43.09992385816285,46986302.02901329,54302635.71220064,97.0
26.200564421211563,67.07104831774414,150175579.0347574,238481489.7425539,96.0
13.679450410768407,47.10452558628371,117453045.15756702,175626362.19271564,97.0
-42.32023815787853,-111.54298597710284,210146066.85119665,187665353.6585456,96.0
-87.6449974002569,-473.1089949397059,57156188.208944425,98631008.98952952,97.0
-44.60822637258069,-200.56727665530678,89826547.51106279,131687129.73264274,97.0
9.620759414731783,31.316502793754804,148022117.76463863,184507654.009274,97.0
46.38516411954551,107.42519447752372,86064140.19149956,70073497.00811414,97.0
-90.50362327518005,-378.6444425691606,37569667.83053812,54300409.20110667,96.0
9.070789364368691,32.81443190590708,249226495.54600278,152337684.01406437,96.0
-9.626507887888845,-26.37894739209354,42386169.85192245,43538424.34214889,96.0
-12.446132137377587,-53.10811782716052,39968639.37699252,62223954.8457892,96.0
57.260419821775145,156.1341016472984,63340354.95994839,77938080.63490911,97.0
27.36556547146636,66.29025377821962,100755363.90928766,89926174.89200439,97.0
172.95547884867085,502.34322487640816,34154569.90915985,32072098.914640673,97.0
-26.366144989673067,-69.58104119159586,46379409.392295666,39969188.96035477,99.0
-18.642372367977913,-75.31360960721517,119611410.84980682,114643943.59384596,98.0
23.824100841250946,90.3754226154108,16774617.917537078,15800134.569581406,98.0
-122.11554186382504,-509.3641704872894,63406901.25480713,63802458.56876295,99.0
102.85254550897949,282.4461335573545,19701043.826333288,19622904.071193464,98.0
111.87818702175716,712.3510294890604,12359810.586781092,6042562.782349386,98.0
-90.16492005543256,-216.32992051199545,21517482.580806736,21826607.604869176,99.0
49.64099031137141,317.4843398736373,22413197.13320242,30702213.696313605,98.0
19.162275919992307,70.39573637037434,30782297.099488318,43495861.15318549,98.0
-131.70370430510624,-718.1188826633744,20674618.45518675,44193121.47916771,99.0
-15.93013340031976,-64.1091894048205,30508185.20318349,22200914.971289814,99.0
-79.64546773819205,-165.42573611947068,6224870.0792359905,1894944.3416029012,99.0
50.2112200889704,362.5458660726912,18967051.31500886,54916852.49522829,98.0
-16.333719221438216,-35.08070510662744,19460386.490826454,21755999.393312484,99.0
5.574881444060331,22.120569316484794,240320630.74583268,83006425.86367217,99.0
22.405310983659223,57.48566657760175,165299464.11469305,180378488.92842504,97.0
60.77711049122809,182.65520764827798,103201037.11681546,129303287.12845297,97.0
-18.59439160519963,-60.53845845597668,188091115.73185092,415955493.4367732,97.0
178.82078005409824,311.9180685720576,124600215.49527249,201800457.9829141,97.0
3.543814952267191,16.659875913119997,68493541.22955734,52226852.86123817,98.0
-20.232805704580326,-150.60785686488907,16939929.383667924,21183327.236884594,99.0
14.228760716778798,46.686131889829554,42015087.54589153,51309860.68684214,98.0
-139.52278969623254,-498.3111371653475,20387391.155518536,41521353.4177597,98.0
16.61715676706518,50.5627899629057,45205570.14511474,82598851.14692776,96.0
72.71652727919563,199.83484604755148,68155712.2718608,115273726.05943698,98.0
-24.882048290145235,-90.42652734181881,14081428.91480347,40024655.900860585,98.0
-24.180511909758053,-83.88749545726743,89943446.27201971,84003402.54353537,98.0
125.23788762528235,224.90516513178866,229009109.16835067,155988655.10518706,97.0
8.083399941387327,35.51045069565144,305623572.01436555,313818344.4063115,98.0
-60.11694546262186,-176.12464086501103,79406705.62308258,91145398.7886168,98.0
-74.79784995025712,-204.77251936033298,177409544.3123503,96049982.91072807,97.0
43.884401646476476,132.9660881535911,413463202.29812515,338862420.20454335,96.0
13.594002479215144,69.83314973073435,189149447.9521186,189629545.09395552,98.0
-20.373884576464544,-74.92193045884385,94532411.54318678,172529977.84999034,98.0
-61.40444914353501,-132.25562191788012,73238573.83944905,77388678.9310478,95.0
-36.67171077475257,-76.51250778701623,269733825.60120606,190788855.82713574,98.0
34.226260503028854,106.52732702466581,101944000.97646485,147985959.50581738,97.0
45.11608264889882,366.17075422584344,16414021.98912441,17507737.63077058,98.0
3.1692467885810727,18.40973563810727,35245600.760414205,17422400.770692926,97.0
-33.18560679883035,-116.84737410718851,26983000.224125564,37414121.23168003,98.0
-8.981929638117887,-34.050828565062794,21331389.536147594,18450425.416879326,97.0
-25.426015627929594,-98.80318011177002,38196990.845177114,25958397.25727103,97.0
-29.166181755459103,-87.4159689280335,146013159.59253785,190301682.0856488,97.0
-41.02036283718148,-128.51123847497033,561808782.2034363,517182867.5571178,97.0
