IBI,Amplitude,Slope,Mean,Std,HR
18.833333333333332,753639244.6869,-2409486.98562,-239645413.83654302,374295153.463265,71
14.277777777777779,529998413.49600005,-1371887.856901833,95673029.98093867,219812969.61059996,74
16.27777777777778,990380605.8781,-380796.59267350077,234278256.730861,455689513.6278887,57
19.6,916116079.8141,-197000.50505849998,-27065027.45149498,459815443.52929735,67
12.666666666666666,242940639.227,1809347.2512374998,151992196.01401332,107822461.40020789,74
9.178571428571429,20843877.4093,-571851.9573469999,81930866.15322967,37810426.755115,73
10.0625,544495459.1835,3709395.9195625004,39162392.67400999,255777530.0295701,67
10.961538461538462,38340788.3264,-85630.61085866665,51569421.230250664,33266742.859738145,64
7.56,555676015.6512,3841792.0074533336,151229990.4334153,357983814.88335526,69
17.0,174196129.684,-617168.6041183334,-22412303.603553332,114880283.0515008,64
14.0,180880310.709,-1152063.1828125,-85260452.37506999,122185114.97008424,63
70.75,351571790.43,-1570473.4575973332,-64693892.28457868,227931303.79822436,69
29.555555555555557,702409116.7262,2617560.675045332,-164959810.46739134,373783445.57598335,62
36.333333333333336,676332173.1000001,180582.71213750084,-132591013.49130835,327579192.04575974,65
13.8,555058220.904,497086.815984,-76296180.400176,273728755.89190125,66
15.266666666666667,635626451.073,2682386.8171899994,112450847.67764503,363475981.9065226,68
19.133333333333333,1185050514.8007,2145045.4028841676,-93718137.15340437,706998045.6867223,65
25.272727272727273,505358298.95600003,-666568.2972359998,11625226.796256667,193298388.0438983,66
26.857142857142858,418922024.0238,1793295.3656365005,12604660.307462674,235920131.74374261,63
27.25,491637697.5846,1978827.2702859999,-115565550.13224998,222865565.44340867,70
21.307692307692307,932768451.6414,-4449246.215512999,-84950576.65433897,440215515.46229494,64
17.625,583901557.0604,3527139.9418729995,-43218838.29658233,342648134.06207806,70
8.344827586206897,44212659.434200004,104706.07706233334,10910448.682818668,17042114.394175097,67
7.702702702702703,58746381.7644,527519.8082385,53305018.868673004,25552112.69831301,69
15.11111111111111,86849702.8422,-240755.16441649993,-7840557.383425667,38471970.647960775,73
27.0,53349602.7831,-97080.159774,-13732445.427714001,22979277.192298956,67
7.733333333333333,238070606.41320002,1684334.5869563334,115325268.88330798,179811789.23213947,67
16.444444444444443,779735705.6009,-1702697.2606063338,-5200842.449194998,409227377.10864073,75
14.6,1232528651.416,-3035640.2147066663,-70557054.46194667,654028140.835047,78
9.48,774519278.7240001,-2109769.82481,193380335.93964002,360398924.66845965,76
6.0,414843636.81600004,1565351.1067366665,-109663203.00378332,148377263.5339805,83
10.333333333333334,492037533.5832,-1636861.4765909999,-244357549.42473003,239004499.37609982,81
9.28,924751136.2515,-4567649.642860834,152580751.79965633,475398203.6139239,82
12.052631578947368,1002860697.9468,754035.2970920001,49445640.749325335,492431007.53630185,83
7.222222222222222,495621453.4992,-1859273.970696,-162384471.117522,272259126.3310669,80
26.5,64443416.637600005,-44298.13410750004,-9013214.752542002,27035590.60742623,68
7.3,1062231632.5373998,-514705.7580306668,599841703.202318,428778468.0535593,76
11.933333333333334,147876408.32279998,476945.36793116666,-2270993.8889336674,41561583.234494716,75
7.235294117647059,73802501.0628,-215372.86676633338,123563519.13688569,66481597.85317202,71
11.095238095238095,736793132.9241,3109632.966109,235502609.68558797,344293525.1345279,77
9.076923076923077,1355099396.3476,-4785696.365209668,381099605.37136596,710536978.680086,82
20.5,808708098.6832,3648164.507192,-394060767.5082293,685473134.8240621,68
13.0,20915299.970099986,2429102.0821406664,-160649862.41895235,159346080.366724,81
11.36,203903194.631,-82333.73413916667,73497554.74107666,117758987.32060255,70
6.685714285714286,1309230033.4459999,5745846.446832666,433140423.7538572,694782957.1874928,89
15.0,1208059557.21,577355.6802749991,93972036.71789996,687207999.7353779,85
14.5,2397693980.3596,8821534.126400664,45252760.61359731,1239607052.3196046,85
16.733333333333334,1907016370.71,2495955.055879999,-407508378.10958004,775356621.6303945,85
8.130434782608695,1098719218.9485,2293465.238873333,61585996.20792994,738532296.2396274,86
19.8,702106656.912,963993.3035400006,-43495708.902324,286020476.15103704,86
8.736842105263158,1198356069.3493998,-2604426.1370690004,-17238246.758407973,638796216.0946614,84
22.363636363636363,985340016.2352,-1427598.5948876669,-197464419.40796134,418306323.35252684,83
17.5,3907380.6576000005,-4427.708460000012,-4419991.786728,3666339.038357397,86
21.5,72144897.83039999,557603.5802559999,52342287.866175994,41270373.627790734,89
24.625,349785444.5127,1474619.8290875002,-18981643.703202996,207489224.0737143,81
22.75,488177634.477,-2111409.78217,20700824.066000003,234898549.5498493,76
22.25,419187779.76900005,-938489.9772049998,-77585303.15429667,328994354.1472653,85
23.25,268199118.3399999,-1257162.8702208335,-109384279.08208333,482306447.59222466,82
22.5,246107016.6911999,-1159667.0019840014,-107919528.660096,480501100.88109833,81
22.23076923076923,353498003.768,-3768938.2290776665,-60259102.32200732,432614953.5424753,84
20.25,188682537.8542,-911183.9190306666,101128858.348674,116554390.27552149,81
15.333333333333334,93940140.7672,721552.637308,78743090.924884,38608869.95958767,87
22.727272727272727,405210305.60400003,1056139.1805899998,76126015.42572,187532276.30314007,81
23.333333333333332,373133293.11329997,2515503.012114667,129537807.84539734,253787871.46695945,82
16.785714285714285,300106539.27360004,-2010927.7799840001,253626568.339376,304861099.44336927,82
25.181818181818183,949547132.2513999,2476608.600652333,-55407185.07246399,624557617.4631958,81
21.75,861023304.5658001,-3580022.494319333,32601895.612598013,500821438.0211192,81
21.818181818181817,139544692.399,-987259.4401649999,119559664.09139499,128001436.6561832,82
22.333333333333332,219058191.53399992,3931007.9946725,163699114.13249335,293940087.80640244,80
31.11111111111111,398790762.7608,508870.35795600025,-33116751.528384,203328264.3752893,81
26.181818181818183,554524099.4304,531942.3263219997,-92769594.019212,288656653.3250534,81
26.1,487133765.0216,997813.5725053335,77530076.72829069,241740666.64510474,79
21.76923076923077,739580443.3030001,819556.2080419994,7293946.048622996,400645679.6273389,81
21.90909090909091,30087588.2544,-36827.387837,12923892.529228,15899270.221894005,84
24.181818181818183,35325040.2054,433122.682124,41018764.829592,33758217.2208601,83
5.75,7623604.144,-9874.655923333334,-4763996.324306666,2742618.14583444,82
20.571428571428573,52802019.1408,295194.5593703333,31267614.421924,31205471.8077936,83
16.5,34554171.0932,-221860.19330933332,8258379.682930668,23837298.901292343,82
22.363636363636363,19614524.588000007,420529.54583599995,49641172.88920533,34814718.65604589,84
23.0,213909398.5436,-1993257.0535698335,154628593.52377436,153247436.5331265,81
24.363636363636363,694574141.5215,272875.6520505009,-13428676.643561998,371407591.3907817,82
33.5,413851782.564,-266203.92004999984,-11782136.162860006,231456895.33739582,82
24.727272727272727,465028509.35,-451593.9830791668,34453881.37358334,294174080.01278234,79
20.363636363636363,254471015.32140002,-1795087.7416510002,79942750.28614199,191771049.13816288,81
19.5,13468462.5907,218579.585534,29628857.23646967,32691674.69837011,79
20.77777777777778,334090745.1436,2037195.2697186668,15636571.962414691,192183172.40210193,81
23.0,530859931.9247,-87604.59143333555,-166578219.23757935,398359897.3252899,79
23.25,377146990.72099996,3158398.0553076672,55949240.96140601,313746104.2198123,80
25.5,164236391.54650003,232232.47166166664,105253790.90182665,115287554.30376773,80
23.363636363636363,511217088.5385,-2245799.1969899996,-9212322.393966,293212492.61178935,76
23.181818181818183,352628244.7701,-2291301.2138488335,2153509.7468819935,192703621.2766889,78
28.0,308889584.9094,1534384.45919,28311568.929423988,166782240.64562207,78
22.833333333333332,488604267.3258,-2563210.382373,5131573.273476003,247141975.71414918,79
23.0,633907424.1528,-3686720.6032159994,-94595452.37033732,315559407.97331816,80
25.181818181818183,468862673.315,561991.1705500006,-20369282.33496667,276860203.02673274,81
24.727272727272727,270009672.6555,-407646.14298,107540102.262195,177899759.3536806,80
22.5,597843205.3650999,1166666.327092167,16458025.821614005,309949496.48638904,81
23.545454545454547,660404661.4584,-555693.7501080005,-78964815.24523202,337454822.23614484,80
