IBI,Amplitude,Slope,Mean,Std,HR
9.076923076923077,933227430.3524,2410999.885305001,-111653504.967733,527931006.33688337,60
11.071428571428571,1057380746.4015001,823575.8792399995,-141753166.76724,662786552.7325304,66
18.285714285714285,1444185109.9815,1493140.5374385,-296649014.50143534,726376883.6607054,63
12.952380952380953,1754554536.9177,-1555709.717580498,106040699.096812,699637133.9521778,66
54.0,1000000028.3982,-3197794.0421674997,-549137538.9811001,398165691.3286778,67
10.833333333333334,962441604.7039999,-5009441.449982001,-85104665.7816921,881606750.850179,68
10.866666666666667,263286788.07599998,1047651.4247291664,-33905554.02823167,159490537.32248124,66
9.333333333333334,288879532.82280004,-2074104.1748909997,-70080926.01647402,191094966.79680717,62
12.0,374870911.3074,1241871.681039,-27881908.471194025,264403637.83128637,64
28.1,637734168.6624,991952.6565134996,-6521186.373327026,416589007.70709735,60
14.133333333333333,187689426.73799998,-2061183.8769756667,99043961.00248466,188225918.51575193,57
12.125,286408161.2977,2212790.0686936663,146689940.12948564,224695196.78501147,55
12.066666666666666,581555226.1882,-2879233.0081478334,106401718.22911033,392415492.8658148,58
25.90909090909091,498496557.17399997,993282.4177709998,-43693899.58312401,245481001.65287247,58
21.0,741693763.7522,1787857.3067309998,164731174.29369262,369861263.0191678,59
9.833333333333334,735549422.2002,-2435323.8651359994,-352040562.633774,455172575.1705804,60
18.0,914438333.2734001,-1820088.1832440007,108658414.76265535,499784942.8578947,61
14.833333333333334,915183476.358,1558696.1553850004,84938369.51673001,499169822.42913264,59
26.818181818181817,809591738.7239001,-1375571.4812491671,-93737487.35945733,398843355.43295044,60
12.869565217391305,799767965.8404,1879107.4522790003,5823989.222337977,425446036.48643804,65
5.473684210526316,1425410552.5361,-6074350.548120834,-313478717.02516633,946655379.3901818,68
43.0,548453178.328,-2182399.21504,-136500078.44756797,274856686.6766818,57
7.444444444444445,344949019.15040004,-2416781.467338,-31159766.068787996,244592452.02055636,58
14.421052631578947,831716284.0552001,152004.36161599954,80569171.05907999,532103743.76740474,58
9.74074074074074,819244759.5926,-2394841.750827167,137713300.341034,406253163.9492127,55
20.0,577267183.7450001,1693555.5217233344,-189502205.12246332,316231593.9900129,57
16.642857142857142,1103322359.938,-5822910.012949999,-211950282.1291933,674754618.1388521,59
8.076923076923077,678618214.5573999,-605568.6194063338,-137148750.30908132,408352303.10634583,58
10.318181818181818,697503610.1743,5313947.81224,147030413.42946,387186270.37048465,62
12.0,1201702062.4905,-4144709.988663002,155242568.79634202,555669617.1600944,59
9.173913043478262,421579487.6568,-2007379.804331,13566821.538644003,223317787.30191112,59
6.114285714285714,616829180.7384,-1885004.0790040009,213547735.97752,351978091.6708262,59
9.15625,3075788889.5751996,637384.6884416676,262485624.58204865,1478027857.11222,59
8.833333333333334,712409103.1431,4082259.499518,4745496.044510981,370969834.81105727,66
7.576923076923077,760133961.9599999,-758159.9956333336,35262637.12573332,465752275.4241669,55
9.24,1632755968.7326999,-10544996.783652,-217665825.6881967,879286285.7003306,57
5.394736842105263,920262832.632,2364016.670730001,271832724.789912,470624513.82754874,59
17.11764705882353,882665236.5396,614099.4404505007,-105101837.33363502,428751301.59240663,59
4.65,947332945.2,39773.52059999943,68993896.821456,472587071.1657762,61
4.275862068965517,1049015388.1776,-5099670.374786001,-110577288.90880798,697034378.850059,60
11.84,1041090487.4472,584954.930879333,-99452809.63193733,505707242.9663577,58
15.88888888888889,427794339.5882,1384292.9475353332,67080014.26815501,220186016.7149967,75
15.166666666666666,193678088.9796,-495495.792464,85274703.3006,87412595.99601027,77
21.666666666666668,140956427.7628,298968.77933,-52740585.03013733,53477776.1928606,80
38.42857142857143,563421626.6525,-1133934.9719133342,-176881028.85786667,253790172.90485224,72
0.0,0.0,0.0,0.0,0.0,76
54.333333333333336,308349438.0176,1558069.2909891666,-128541646.246531,118754789.96839087,73
11.047619047619047,82554036.54750001,-413799.046101,37263297.087142006,57187344.939734615,99
19.642857142857142,237994410.6848,-238934.14244799997,-22448870.325056005,118292947.11112617,89
14.0625,372557247.4347,1547077.770812333,-63828699.601433665,186167412.43575674,71
14.764705882352942,458114710.3128,1950322.522988667,94769634.35555267,172025173.07844153,71
11.28,92616336.48539999,64291.15641433332,26947453.590364665,35633424.550862655,76
19.166666666666668,498177906.7192,676249.1719613331,89109030.428632,205307398.58334628,71
15.944444444444445,36202905.8344,-23159.01874366666,60135695.57524067,38474946.64295825,71
14.55,180541663.48439997,250380.96655200014,13323493.351182004,92661782.79298264,91
47.833333333333336,151929275.716,-463438.87841116666,-46368346.55274967,76806853.7794951,78
14.55,185219187.0598,423730.81231616694,7548205.7737816665,61815823.196739934,77
0.0,0.0,0.0,0.0,0.0,73
23.3,275551219.55899996,-1431585.9020433335,-65094321.192438,116183319.66388476,74
38.0,222070421.7615,122879.65433899987,-58793387.69732567,83189578.51508506,77
39.714285714285715,168273971.50980002,332488.24245300004,-28958333.609001998,103615160.53939955,79
37.42857142857143,378690950.9985,457601.2512274999,-105680141.90203501,175895831.5101048,74
14.3,254729895.96730003,-898149.0017588335,-13568783.914830005,127447503.03691293,77
23.272727272727273,334868833.8614,-370416.65667350055,-53459731.475118004,156807973.51697317,77
17.176470588235293,111657089.36160001,47338.72985066674,69697104.30907732,42073195.36657523,75
16.0,127836944.1786,-400859.99654300004,22281033.224824004,72128092.8772674,80
13.894736842105264,184787220.798,802526.9767570001,-2686812.961353998,98284955.42779036,75
10.214285714285714,106373564.3467,-325169.95795899996,20722311.759265665,44720411.11124303,94
25.0,63303721.1215,214424.91263766668,-20757190.554187004,42312139.685101494,80
15.833333333333334,105628486.9676,84378.50009833339,16662749.985911665,43084509.47759448,80
41.0,109858463.9382,-234657.5505590001,-34287198.419525996,36376660.323028386,69
34.333333333333336,64328069.043000005,81302.67509599996,-29085867.546258,19842695.814509567,70
16.5,296104984.01,-743975.3751849997,-15165773.262535999,132486511.38947834,70
9.862068965517242,48513591.534,52119.21503583335,13549832.978636669,17627551.87805239,71
8.272727272727273,19114354.5021,-200258.81359000003,-11737048.412759997,36534027.25882328,76
18.133333333333333,296996155.27500004,1744645.3930416668,40558219.80100001,136647816.83586898,72
24.25,367447075.8428,951735.5204263333,-72392484.97391266,191149108.45719698,71
11.307692307692308,198363145.6391,-268591.13526549994,35779656.632406995,136744410.76089266,117
10.863636363636363,229183193.72750002,2091506.0793416668,145463446.73475835,180787013.77070627,98
16.153846153846153,840993206.6688,2099478.396426667,-78641521.88561465,439499476.7454965,92
18.285714285714285,817696039.2056999,-2190409.5233955006,-18902440.12281901,385860497.9127941,81
8.928571428571429,511922115.75119996,-1144855.611504,-75370606.86152801,371997788.20213246,81
15.105263157894736,557720305.4928,-807810.5887989994,38173518.66154602,336800478.9216823,87
0.0,0.0,0.0,0.0,0.0,91
7.128205128205129,545292053.7925,1912563.1883958331,159433959.522975,168193511.29781982,77
37.0,424268482.11899996,1197100.0151449996,-57255408.52218999,204913657.13443214,70
10.4375,471001908.6882,-609183.2431240003,-72962168.28006066,238638797.85024646,82
16.0,214725381.1648,713470.4720533333,-40708609.11922132,120754714.10239752,80
13.944444444444445,1000429677.945,3501457.0000041667,-47720263.617599994,643029329.0833856,90
10.5,1401047117.9343,-878651.2523090001,273210123.78824204,609507926.5431734,73
11.666666666666666,651968807.5139999,1768837.7245450004,66950758.32301699,312040323.8750525,73
8.517241379310345,74284880.824,-99046.5077653333,69791406.48115535,44175243.23631981,83
14.8125,381009587.662,2566657.1772633335,79587724.74733001,164830296.54391515,88
10.875,922139650.0389,-5949590.933430166,-252374609.37133932,648681487.5223311,80
17.22222222222222,397636005.8235,-1140879.3605461668,-54213698.30578065,139516724.3346836,90
15.0,631690407.8872,-1291458.9634739996,-211541321.02787468,191061164.2300639,90
8.636363636363637,55564229.4051,-57846.55959550003,17379655.643546,25164852.122338258,76
17.133333333333333,190715252.3437,704240.5779208335,-5097252.949544004,87363378.27799433,85
9.294117647058824,377922697.4978,655706.4204389999,-28046108.037262,210536890.92345458,87
6.2,165427218.2016,-1442583.794736,87530228.87568,95059630.06077738,75
7.8,138912674.199,1269052.668728,46993519.796472006,187841254.847826,88
7.4,273531843.312,1147351.5496559998,69811872.762346,122580705.6401061,96
12.733333333333333,840617747.4735999,5344519.358535999,44953136.13717865,542980924.3237762,94
16.27777777777778,1423484905.0825,-7436503.065812167,-25166123.51355269,693488060.5501554,86
21.083333333333332,1018158628.1449001,3383090.6369620007,33960697.09231033,577503200.6638023,85
16.58823529411765,1483614145.7373,2686574.9703510012,227898787.743706,611008391.297823,83
13.384615384615385,786187169.1555,4417912.954626501,68683067.49699493,483281897.6923886,82
22.0,1425123044.8495,-3933694.335935,-191155470.52311337,670376581.8722897,81
22.0,900172178.449,1292672.0078076667,-386954297.9019834,343437931.8461105,83
23.166666666666668,1358916240.5211,-1950183.271662833,24733107.663305003,673702014.0741416,83
21.0,1685459986.326,2188886.0631074994,-272057658.6944249,852843714.7984947,85
14.842105263157896,1248320050.4489,-5417744.047317168,300392949.01283234,544341257.0750735,82
15.444444444444445,1170078919.8892,5604251.640087332,157483726.8292093,567438325.6109879,83
9.8,648345755.7116001,-3800982.294121334,5217942.782282702,320085313.8454322,90
12.142857142857142,339608833.8636,-1501177.7573415001,-29733489.037049014,196950892.19377297,84
10.62962962962963,39360056.32,37235.149433333376,48395207.70986667,28724127.426113337,85
12.166666666666666,43486787.3244,6402.632604666687,1164145.7280693336,11731943.183702286,86
21.846153846153847,509231871.3423,1791457.4733725004,-61397162.631758995,271734183.96299285,89
16.0,412444616.3994,-1088138.6366889998,-145004699.30162665,171502167.25028116,88
6.333333333333333,281765890.1879,39286.27761799986,-183733743.32166368,117534197.62410454,85
20.166666666666668,765732969.6216,3780531.877901165,-76678658.18787,403341718.72066605,89
13.368421052631579,349702113.40919995,-1309252.3360440005,108565675.60810798,175799197.97624415,90
15.0,361265748.42749995,944858.0587541667,6726106.910133337,231649335.98026085,89
21.384615384615383,544816867.4784,-3257909.023664,-117882824.64691201,275804502.3590774,89
20.846153846153847,852999523.9416,4887665.230853999,50012393.13319668,403240102.4144173,86
26.363636363636363,518494055.574,317181.4359543335,-65467770.98144999,249489187.38442457,87
15.545454545454545,365479952.05020005,-1196022.7640093334,26381681.25745965,231135129.42183876,87
18.428571428571427,620414962.1736,2465256.1631719996,-208405603.09989196,290947729.17204523,89
12.130434782608695,30791764.5504,-80307.73136399999,26266955.749495998,28159770.26527435,102
13.142857142857142,34027803.54720001,-459362.95877,54637340.504028,24397523.93701366,97
18.071428571428573,19547125.359000005,490003.1076176667,59562594.115101345,21554171.771408133,84
22.46153846153846,632258622.2591999,-1260035.0870399994,-52219726.34707199,418587152.622024,80
24.545454545454547,519073540.6122,-1105500.9788619997,-23982334.346431974,280798155.3126462,80
22.916666666666668,441557436.94560003,2501550.2166230003,-46497109.18223734,409928305.3151922,78
22.307692307692307,407346349.29450005,-1858213.0127990008,-90503223.68841967,351608532.6976363,80
22.0,378426466.34800005,2859263.2096700002,-67793988.85303332,386270335.84841275,82
21.214285714285715,457459464.1305,383242.54240999935,-47873763.247678325,239600914.05742118,82
21.23076923076923,404454772.1988,-4134902.7590369997,-96085107.544431,381298235.249854,85
21.692307692307693,505013051.3706,-97728.2679734997,-94593838.222224,242650993.52420363,83
20.923076923076923,516627042.7494001,-289044.10536733357,-86897849.45879334,257006511.3030117,86
21.833333333333332,396584935.9531,2758298.5189265,-90484055.44261935,261394536.66106603,82
24.4,233731978.50869998,-1192380.1016225002,-43781836.076271996,142237812.4647982,84
10.5,737211822.8633,-2748151.6685708333,72616732.874221,458367707.8216387,87
22.153846153846153,10638726.165600002,8025.977648000035,33430143.117384,32035871.667644322,87
15.777777777777779,31129103.376,42192.557040000014,4524091.025160001,12865319.120640345,85
12.217391304347826,239634724.3312,-249986.17262666667,129774177.79116267,149527337.9947731,100
10.5,32738553.132600002,-11583.646669,8582967.550165,19258545.39780062,88
13.1,30986576.642100003,-223637.0120308333,9747435.134823002,25289202.19665237,86
18.933333333333334,1234365614.7696002,675322.6460334993,-22264184.542815004,602722339.2297932,88
14.2,712305361.9369,1370170.4948321665,37225337.68294871,366027211.6395842,91
15.0,742849933.0629,4968342.027428,56968095.553772025,342461748.0909561,85
14.692307692307692,873536376.1645999,-335726.4410736668,130357615.76531464,572980954.8709549,84
24.0,815945124.4596,-484029.96750500065,-23426161.074981995,487677030.8868321,87
12.31578947368421,657655889.2758,-3476588.796849,236704770.585129,414588992.94501776,89
15.7,884712679.088,4766467.4658533335,49808413.60674667,565214154.9943856,90
14.333333333333334,1061462105.8248,2214195.740995667,-76476572.58817068,547229556.7567558,92
15.142857142857142,755056901.8182,3707004.4662401667,-126968337.72468066,466139985.50993156,88
19.583333333333332,752333427.2163999,1754920.0237370003,100787255.71988264,392436153.029751,85
13.555555555555555,435707105.58409995,261132.18322416663,-85548671.67812665,305834910.54365337,87
29.555555555555557,893771526.4039999,-302876.77928433416,-14487995.324285368,446593399.61403996,85
3.857142857142857,583441451.9106002,-5732940.291491332,-596833574.9745746,825818864.8271815,76
6.2368421052631575,927362975.5059999,3832714.785214,246998121.92249602,543632169.9136215,83
14.5,216572621.27820003,766124.1231031666,-235615556.16863367,449224754.67288977,77
13.25,775094118.8560001,51125.993374999365,185938300.80930337,412660791.6106798,80
10.925925925925926,77781871.09200001,-58931.44198250001,14196463.528439995,84254008.17044392,71
10.26923076923077,645958004.7055,-306337.665011667,48539199.726436675,300673811.55779153,81
6.0,973901182.4982,4598101.309613666,-139762646.287792,611566565.1208218,75
8.35,671029914.8934,3276435.8654885003,-10492619.363162994,423120043.99013,78
12.166666666666666,400112568.59599996,-935425.0073391666,25749909.524424672,191431740.78355774,76
12.066666666666666,782296889.1201,209963.36209500034,-140016546.46732497,439616869.9407438,78
15.6,1053247647.8219999,-214513.1230666667,-259493578.36491334,533593217.4876425,81
11.192307692307692,315406832.324,-256494.5711299999,138102200.95192668,129372450.34454705,79
10.88888888888889,576429565.1400001,-2600565.5559000005,-71641951.4616,217283135.65275255,81
8.870967741935484,44549304.1932,-548427.0496869999,63215097.809094,25095758.957459487,87
19.857142857142858,366772357.1666,-996196.0417896666,8364513.0792813115,208830197.94467455,80
10.703703703703704,219277915.12800002,-121670.80092000027,69033902.18544,126412370.91029243,76
7.411764705882353,207840430.3804,-406800.09944816655,-39417402.18107799,105379371.29293792,67
19.0,49447835.057500005,406114.7629458334,-88479977.14673333,62352053.797083855,76
14.066666666666666,361570533.5494,-115422.12451150011,-19824404.742388997,131804772.60139829,71
10.375,146590664.8064,-200657.3947906667,-16855146.01546267,69013365.42103077,68
17.923076923076923,351925622.18600005,897243.14841,-23612942.40677334,139022793.9824274,80
17.5,794369861.2656,1062963.1377839998,45433641.260291986,336708095.96518147,76
18.933333333333334,464276546.2236,-1734710.4637930004,53533718.976532005,206774658.0355382,79
16.058823529411764,36987325.136999995,71248.87791000001,28354254.74028,23415156.50592747,77
22.076923076923077,572327967.8675001,-1143472.580897834,16688309.564987665,264594602.24218836,78
14.1875,36335364.77409999,-389233.4705963333,34208583.99153434,43623997.98440665,76
12.0,97592513.44049999,625744.850627,-63181929.214494996,103614689.32213825,83
14.1,252219774.0494,1210178.8863303333,-803517.3462050025,107950983.89282174,82
0.0,0.0,0.0,0.0,0.0,73
17.9375,233559870.3635,-593007.2754716667,31540181.58135667,110003114.87870555,73
18.153846153846153,279411971.3704,-136777.34143333315,55870983.97179999,127962684.5052706,80
13.0,37347116.8476,-7880.172244000025,-23456601.327836,21262721.41650477,78
5.2727272727272725,296563904.1414,1285104.0909606668,-91339939.10534966,146494455.8114887,83
14.15,72296852.95030001,10720.090658833322,40975618.17495434,36628675.110532254,79
12.25,402709703.7808,-1309107.1523800003,190233477.2553587,238180576.25832337,78
0.0,0.0,0.0,0.0,0.0,76
9.0,5693294.182399999,1553.1103573333348,-9604946.481152,5258635.3811069485,86
0.0,0.0,0.0,0.0,0.0,76
34.42857142857143,106760336.7641,-434156.07222283335,-21800390.398202002,43119653.33238091,81
14.88888888888889,247989837.14800003,651026.8609066666,1548443.0427866618,142030652.77559486,93
11.304347826086957,595135648.1248,-382511.8305766667,37968400.97265666,294552821.5504576,81
8.5,429860796.5988,-976638.4640879997,-90238541.78180803,238993422.15800136,79
17.0625,826583676.4246,3380912.154055999,-54791193.2776587,390613220.6813896,84
10.576923076923077,285485962.9437,-701567.7199469998,62199771.872319005,130524796.51704662,83
10.464285714285714,379279549.3383,-648874.7440868332,156079499.73859102,168772982.30510703,87
9.0,746299840.221,1685323.9933291657,218520158.25280336,328234624.1955424,87
34.875,628367801.9697,2337311.208071667,-174251998.57583266,368546719.9148574,95
8.25925925925926,187130834.8312,732835.395968,44977292.464234,115969456.90830514,88
15.533333333333333,568657875.6734,193596.30207083264,-67548085.00082666,351410576.11938256,85
60.0,282144261.84720004,1780287.5285540002,-110120763.70813599,122343675.87514849,82
15.31578947368421,297627974.1935,392535.454491,-11485610.634646663,93450952.31239633,85
11.333333333333334,463524120.1637,-2132550.949488,-2825687.1503800075,250620580.46177354,81
16.529411764705884,477109874.264,-801581.2790700003,94535009.34198333,266687087.18279162,85
22.666666666666668,256719941.40120003,1164408.113198,-95406458.637308,113258749.82419547,86
11.066666666666666,307795898.2097,2312864.2981775003,7526115.290796992,230678112.38848174,65
22.0,391999124.74840003,1831162.7643313329,-76881049.41781767,156143993.64557976,67
10.31578947368421,138533492.02220002,-838901.5194596667,40907206.77674401,96484503.58340688,67
7.857142857142857,271379332.5838,329619.6019806667,-96168768.07088599,130857239.80352645,65
10.25,204746882.6232,1109293.7942320006,-78590616.978304,115902842.80731112,67
15.0,29262547.979399998,5439.6906188333405,-22616457.847143333,7904534.079503448,65
11.5,117441460.96199998,-591063.676544,-31104768.668590005,74354842.62811701,70
9.2,48605977.19280001,-279338.986344,-2033027.1359920024,51974133.504910655,73
23.0,100146015.69639999,-537017.1439466667,-1676467.6619559987,93226573.16275765,73
13.923076923076923,125456658.80160001,-814977.868832,67002834.435504,121203238.33970225,74
8.2,319485631.54300004,-1761848.4168903334,145822675.79301333,147516007.67436886,69
31.0,9719689.897799999,-1154.3288546666604,-4864580.544694667,4724119.002047383,61
16.055555555555557,58896996.38999999,100516.09162499999,80583641.3652,49206324.9604601,71
17.6875,75728289.21599999,78134.09476266667,2176328.087850666,41469639.7312167,72
16.647058823529413,519467951.8138,2139505.4871875,14865695.440762335,175607136.97018278,74
