Time (s),PPGG
0.0,21340267.3764
0.03333333333333333,22882406.450400002
0.06666666666666667,22436899.6068
0.1,15250041.954000002
0.13333333333333333,-3098965.1868000003
0.16666666666666666,-25393890.0852
0.2,-39767605.39080001
0.23333333333333334,-47267786.538
0.26666666666666666,-51977430.313200004
0.3,-55463154.18840001
0.3333333333333333,-58366292.1912
0.36666666666666664,-63115101.40320001
0.4,-71520983.2764
0.43333333333333335,-82536262.37640001
0.4666666666666667,-89825929.30080001
0.5,-95832928.17
0.5333333333333333,-103382066.11320001
0.5666666666666667,-109462500.1764
0.6,-116208746.66520001
0.6333333333333333,-122592712.86360002
0.6666666666666666,-129236150.08080001
0.7,-132183349.20000002
0.7333333333333333,-137769319.6236
0.7666666666666667,-148260761.00640002
0.8,-157283498.5092
0.8333333333333334,-160416733.4532
0.8666666666666667,-156891844.1412
0.9,-149308436.4408
0.9333333333333333,-142175431.26360002
0.9666666666666667,-132212723.2776
1.0,-122494799.27160001
1.0333333333333334,-117599119.67160001
1.0666666666666667,-112399907.93640001
1.1,-101673473.93280001
1.1333333333333333,-87833387.7036
1.1666666666666667,-73895387.8824
1.2,-61284117.23280001
1.2333333333333334,-49069396.6308
1.2666666666666666,-34304026.957200006
1.3,-20601019.756800003
1.3333333333333333,-10843930.314000001
1.3666666666666667,-4136849.262
1.4,-3715820.8164000004
1.4333333333333333,-4631312.9016
1.4666666666666666,-7172170.614000001
1.5,-6756037.848
1.5333333333333334,-2721997.8576
1.5666666666666667,3994874.5536
1.6,15866897.583600001
1.6333333333333333,26186990.180400003
1.6666666666666667,31817021.7204
1.7,34245278.802
1.7333333333333334,38382128.064
1.7666666666666666,44203091.1084
1.8,51296930.8488
1.8333333333333333,59335636.752000004
1.8666666666666667,64006115.0904
1.9,68867524.9332
1.9333333333333333,75682310.93640001
1.9666666666666666,82874064.2688
2.0,88151606.87760001
2.033333333333333,86903208.5796
2.066666666666667,78325977.92040001
2.1,69131891.6316
2.1333333333333333,64040384.847600006
2.1666666666666665,63149371.1604
2.2,65078268.922800004
2.2333333333333334,71290886.33520001
2.2666666666666666,78071402.5812
2.3,81047975.77800001
2.3333333333333335,83123743.92840001
2.3666666666666667,83985383.538
2.4,85689080.0388
2.433333333333333,90090295.9992
2.466666666666667,94325058.8532
2.5,99088555.104
2.533333333333333,106069794.21360001
2.566666666666667,114872226.13440001
2.6,119625931.02600001
2.6333333333333333,122274493.6896
2.6666666666666665,122245119.612
2.7,112106167.1604
2.7333333333333334,100116647.82000001
2.7666666666666666,92949372.8856
2.8,91730348.66520001
2.8333333333333335,93194156.8656
2.8666666666666667,96885499.28400001
2.9,100219457.0916
2.933333333333333,102652609.85280001
2.966666666666667,104978057.66280001
3.0,102970829.0268
3.033333333333333,100204770.05280001
3.066666666666667,97502354.91360001
3.1,95201385.50160001
3.1333333333333333,92988538.3224
3.1666666666666665,92107315.99440001
3.2,89874886.09680001
3.2333333333333334,86580093.72600001
3.2666666666666666,82276791.3576
3.3,72367935.8472
3.3333333333333335,52481685.31200001
3.3666666666666667,25560343.191600002
3.4,2467422.5184000004
3.433333333333333,-10755808.081200002
3.466666666666667,-16620832.242
3.5,-19626779.516400002
3.533333333333333,-20375818.4952
3.566666666666667,-22245968.1024
3.6,-26911550.761200003
3.6333333333333333,-34176739.2876
3.6666666666666665,-45079417.7568
3.7,-54738593.6076
3.7333333333333334,-59325845.3928
3.7666666666666666,-59653855.92600001
3.8,-60794549.272800006
3.8333333333333335,-60677052.962400004
3.8666666666666667,-57529130.979600005
3.9,-52515955.0692
3.933333333333333,-50028949.8324
3.966666666666667,-55565963.46
4.0,-63771122.46960001
4.033333333333333,-68108694.5952
4.066666666666666,-68715758.8656
4.1,-66909253.093200006
4.133333333333334,-58214526.123600006
4.166666666666667,-44643702.27240001
4.2,-32301694.000800002
4.233333333333333,-21565468.638
4.266666666666667,-14549959.771200001
4.3,-7030195.9056
4.333333333333333,3118547.9052000004
4.366666666666666,13937999.821200002
4.4,27283622.410800003
4.433333333333334,45603255.47400001
4.466666666666667,61195995.00000001
4.5,69474589.2036
4.533333333333333,77018831.46720001
4.566666666666666,85806576.34920001
4.6,87250801.8312
4.633333333333334,83691642.76200001
4.666666666666667,74291937.93
4.7,68510140.3224
4.733333333333333,68103798.9156
4.766666666666667,72911356.2828
4.8,78512013.74520001
4.833333333333333,85581375.08760001
4.866666666666666,89336361.3408
4.9,91397442.45240001
4.933333333333334,92758441.3812
4.966666666666667,93820803.85440001
5.0,96004276.956
5.033333333333333,96195208.46040002
5.066666666666666,96694567.77960001
5.1,102025962.86400001
5.133333333333334,111082970.12400001
5.166666666666667,118343262.97080001
5.2,123351543.20160002
5.233333333333333,123268316.64840001
5.266666666666667,112639796.23680001
5.3,100385910.19800001
5.333333333333333,91549208.52000001
5.366666666666666,88792940.9052
5.4,90388932.45480001
5.433333333333334,92998329.6816
5.466666666666667,97585581.4668
5.5,103058951.25960001
5.533333333333333,107974213.57800001
5.566666666666666,112855206.1392
5.6,114079126.03920001
5.633333333333334,117765572.77800001
5.666666666666667,123860693.88000001
5.7,129911753.8656
5.733333333333333,136075414.48200002
5.766666666666667,142620938.1072
5.8,148422318.4332
5.833333333333333,155868647.10480002
5.866666666666666,160416733.4532
5.9,156764556.47160003
5.933333333333334,143169254.2224
5.966666666666667,125951149.06920001
6.0,114250474.8252
6.033333333333333,108233684.59680001
6.066666666666666,106862894.30880001
6.1,107597246.24880001
6.133333333333334,110412262.0188
6.166666666666667,113511227.20560001
6.2,114774312.5424
6.233333333333333,114431614.9704
6.266666666666667,114319014.33960001
6.3,114485467.44600001
6.333333333333333,93962778.5628
6.366666666666666,84107775.52800001
6.4,81522856.6992
6.433333333333334,78874294.0356
6.466666666666667,75912407.8776
6.5,76215940.01280001
6.533333333333333,76289375.2068
6.566666666666666,64862859.0204
6.6,40041763.448400006
6.633333333333334,24620372.708400004
6.666666666666667,15083588.847600002
6.7,6643437.217200001
6.733333333333333,176244.46560000003
6.766666666666667,-2276491.014
6.8,-1419747.084
6.833333333333333,-2815015.77
6.866666666666666,-5238377.172
6.9,-9820733.277600002
6.933333333333334,-14770265.353200002
6.966666666666667,-18030787.9668
7.0,-21340267.3764
7.033333333333333,-23528636.1576
7.066666666666666,-23783211.4968
7.1,-22779597.1788
7.133333333333334,-22348777.374
7.166666666666667,-21124857.474000003
7.2,-24101430.6708
7.233333333333333,-35498572.7796
7.266666666666667,-50126863.4244
7.3,-58253691.5604
7.333333333333333,-60623200.48680001
7.366666666666666,-59869265.82840001
7.4,-53607691.620000005
7.433333333333334,-42450437.81160001
7.466666666666667,-32854905.7956
7.5,-27572467.507200003
7.533333333333333,-23866438.05
7.566666666666666,-21085692.0372
7.6,-15690653.118
7.633333333333334,-6100016.7816
7.666666666666667,499359.3192
7.7,8895449.8332
7.733333333333333,19577822.7204
7.766666666666667,30201447.452400003
7.8,40120094.322000004
7.833333333333333,45926370.3276
7.866666666666666,42930214.4124
7.9,34289339.918400005
7.933333333333334,29202728.814000003
7.966666666666667,30465814.1508
8.0,34597767.733200006
8.033333333333333,39224184.9552
8.066666666666666,39194810.87760001
8.1,27841729.8852
8.133333333333333,9291999.880800001
8.166666666666666,-4298406.688800001
8.2,-11186627.886000002
8.233333333333333,-11450994.5844
8.266666666666667,-6354592.120800001
8.3,5047445.6676
8.333333333333334,17717464.472400002
8.366666666666667,27768294.691200003
8.4,37941516.900000006
8.433333333333334,45338888.7756
8.466666666666667,41985348.2496
8.5,25232332.658400003
8.533333333333333,13531658.414400002
8.566666666666666,9717924.006000001
8.6,22123576.112400003
8.633333333333333,28140366.340800002
8.666666666666666,35009004.8196
8.7,41867851.93920001
8.733333333333333,45319306.05720001
