Time (s),PPGG
0.0,-799577.325
0.03333333333333333,-758797.4249999999
0.06666666666666667,-812685.15
0.1,-888419.25
0.13333333333333333,-1041343.875
0.16666666666666666,-1200094.2
0.2,-1179704.25
0.23333333333333334,-1125816.525
0.26666666666666666,-1093775.175
0.3,-844726.5
0.3333333333333333,-630632.025
0.36666666666666664,-1038431.025
0.4,-3158985.8249999997
0.43333333333333335,-4257130.274999999
0.4666666666666667,-4450834.8
0.5,-4627062.225
0.5333333333333333,-5007189.149999999
0.5666666666666667,-5331971.925
0.6,-5484896.55
0.6333333333333333,-5122246.725
0.6666666666666666,-5163026.625
0.7,-2824008.0749999997
0.7333333333333333,-1998215.0999999999
0.7666666666666667,-1335541.7249999999
0.8,1706930.0999999999
0.8333333333333334,4177026.9
0.8666666666666667,5924736.899999999
0.9,6338361.6
0.9333333333333333,7544281.5
0.9666666666666667,7828284.375
1.0,7662251.925
1.0333333333333334,7911300.6
1.0666666666666667,8659903.049999999
1.1,7703031.825
1.1333333333333333,8817196.95
1.1666666666666667,11122717.725
1.2,17468361.45
1.2333333333333334,21438576.0
1.2666666666666666,33387086.7
1.3,40546872.0
1.3333333333333333,47722677.975
1.3666666666666667,42169329.449999996
1.4,31723849.349999998
1.4333333333333333,24869913.3
1.4666666666666666,25815133.125
1.5,21476443.05
1.5333333333333334,21396339.675
1.5666666666666667,14175384.525
1.6,12046091.174999999
1.6333333333333333,8422505.775
1.6666666666666667,3997886.625
1.7,-6200001.225
1.7333333333333334,-8116656.524999999
1.7666666666666666,-15023023.875
1.8,-17373693.825
1.8333333333333333,-21971627.55
1.8666666666666667,-23806723.05
1.9,-22790138.4
1.9333333333333333,-20573459.55
1.9666666666666666,-19425796.65
2.0,-17491664.25
2.033333333333333,-17541182.7
2.066666666666667,-18671368.5
2.1,-19437448.05
2.1333333333333333,-21381775.425
2.1666666666666665,-23347949.175
2.2,-24051402.45
2.2333333333333334,-23394554.775
2.2666666666666666,-22689645.075
2.3,-17778579.974999998
2.3333333333333335,-15678415.125
2.3666666666666667,-9248298.75
2.4,-7802068.725
2.433333333333333,-716561.1
2.466666666666667,1408362.9749999999
2.5,6792766.2
2.533333333333333,8495327.025
2.566666666666667,11591686.575
2.6,12523798.575
2.6333333333333333,13298616.674999999
2.6666666666666665,13458823.424999999
2.7,13875360.975
2.7333333333333334,13892838.075
2.7666666666666666,14149168.875
2.8,14252575.049999999
2.8333333333333335,14411325.375
2.8666666666666667,14412781.799999999
2.9,14647266.225
2.933333333333333,15187599.9
2.966666666666667,16239138.75
3.0,16955699.849999998
3.033333333333333,18720886.95
3.066666666666667,20065167.224999998
3.1,20863288.125
3.1333333333333333,21543438.599999998
3.1666666666666665,22405642.2
3.2,23072684.849999998
3.2333333333333334,23889739.275
3.2666666666666666,24527653.425
3.3,25347620.7
3.3333333333333335,25950580.65
3.3666666666666667,26230214.25
3.4,25994273.4
3.433333333333333,25593756.525
3.466666666666667,24644167.425
3.5,23719337.55
3.533333333333333,23365426.275
3.566666666666667,23286779.325
3.6,23428052.55
3.6333333333333333,23777594.55
3.6666666666666665,23923237.05
3.7,23949452.7
3.7333333333333334,24467940.0
3.7666666666666666,25226737.425
3.8,25828240.95
3.8333333333333335,26702095.95
3.8666666666666667,28069679.025
3.9,28744003.8
3.933333333333333,28857604.95
3.966666666666667,28958098.275
4.0,28944990.45
4.033333333333333,29010529.575
4.066666666666666,29049853.05
4.1,28758568.05
4.133333333333334,28353681.9
4.166666666666667,28218234.375
