Time (s),PPGG
0.0,68590064.2932
0.03333333333333333,85466213.71200001
0.06666666666666667,110923262.39520001
0.1,136500283.7046
0.13333333333333333,162248694.48000002
0.16666666666666666,181638556.0668
0.2,168133066.146
0.23333333333333334,163094215.8456
0.26666666666666666,158963729.715
0.3,156798509.4612
0.3333333333333333,155593070.217
0.36666666666666664,152142428.9682
0.4,143464409.00640002
0.43333333333333335,135534789.7128
0.4666666666666667,139562442.1638
0.5,151668251.4456
0.5333333333333333,153736351.002
0.5666666666666667,146663679.03840002
0.6,139939498.98900002
0.6333333333333333,138174187.4892
0.6666666666666666,146052389.94300002
0.7,154501890.6168
0.7333333333333333,159215100.9318
0.7666666666666667,165116611.5444
0.8,160129178.08380002
0.8333333333333334,141990459.5988
0.8666666666666667,111608820.2592
0.9,92458903.92480001
0.9333333333333333,84203644.64580001
0.9666666666666667,84312191.3076
1.0,88722613.566
1.0333333333333334,94738383.8226
1.0666666666666667,100211420.7702
1.1,97343503.70580001
1.1333333333333333,99503010.9774
1.1666666666666667,124520160.0312
1.2,126948177.46620001
1.2333333333333334,119932635.32460001
1.2666666666666666,108135327.08160001
1.3,104467592.5092
1.3333333333333333,103616358.1614
1.3666666666666667,128456404.767
1.4,137997085.041
1.4333333333333333,140436528.4404
1.4666666666666666,118978567.29720001
1.5,75805560.8118
1.5333333333333334,43395812.791200005
1.5666666666666667,25439909.7366
1.6,21098043.2646
1.6333333333333333,19178481.2454
1.6666666666666667,23657459.290200002
1.7,35049145.797000006
1.7333333333333334,73017625.4982
1.7666666666666666,87654285.8946
1.8,95064023.80800001
1.8333333333333333,97543458.0828
1.8666666666666667,94635550.143
1.9,89899487.8992
1.9333333333333333,84432163.93380001
1.9666666666666666,79324757.847
2.0,67556014.515
2.033333333333333,75594180.4704
2.066666666666667,68612916.222
2.1,47600567.690400004
2.1333333333333333,18350098.8264
2.1666666666666665,771252.5970000001
2.2,3279251.7828
2.2333333333333334,16447675.753800001
2.2666666666666666,41116332.893400006
2.3,54330460.722
2.3333333333333335,54976027.7106
2.3666666666666667,57546869.700600006
2.4,52530871.329
2.433333333333333,47589141.726
2.466666666666667,45498190.2408
2.5,42601708.2654
2.533333333333333,39225335.7852
2.566666666666667,37294347.8016
2.6,36214594.165800005
2.6333333333333333,41773325.8464
2.6666666666666665,56747052.192600004
2.7,65236543.7418
2.7333333333333334,42041836.0098
2.7666666666666666,7992462.097800001
2.8,497029.4514
2.8333333333333335,3673447.5546000004
2.8666666666666667,10717554.6072
2.9,18818563.366800003
2.933333333333333,27153804.3966
2.966666666666667,33249556.404000003
3.0,40122273.990600005
3.033333333333333,47994763.4622
3.066666666666667,55090287.354600005
3.1,63825437.1384
3.1333333333333333,83626633.4436
3.1666666666666665,87951360.96900001
3.2,83306706.4404
3.2333333333333334,85340528.10360001
3.2666666666666666,85854696.50160001
3.3,90259405.77780001
3.3333333333333335,95241126.2562
3.3666666666666667,80638743.753
3.4,39568114.7172
3.433333333333333,14099640.069600001
3.466666666666667,6701328.1206
3.5,3770568.2520000003
3.533333333333333,-5998631.3100000005
3.566666666666667,-8295250.1544
3.6,3164992.1388000003
3.6333333333333333,9414994.6656
3.6666666666666665,7444015.806600001
3.7,6552790.583400001
3.7333333333333334,6655624.263
3.7666666666666666,6210011.651400001
3.8,2936472.8508
3.8333333333333335,-1890997.1082000001
3.8666666666666667,-4261884.7212000005
3.9,2913620.9220000003
3.933333333333333,16841871.5256
3.966666666666667,28656318.715200003
4.0,32581137.4866
4.033333333333333,-19829761.2162
4.066666666666666,-93195878.6286
4.1,-121326602.98140001
4.133333333333334,-135060612.1902
4.166666666666667,-141573411.8982
4.2,-134472175.0236
4.233333333333333,-120732452.83260001
4.266666666666667,-107066999.4102
4.3,-99805799.03400001
4.333333333333333,-98291858.751
4.366666666666666,-94407030.855
4.4,-91184908.89420001
4.433333333333334,-89465301.252
4.466666666666667,-84420737.9694
4.5,-79341896.79360001
4.533333333333333,-71395138.55340001
4.566666666666666,-62300070.891
4.6,-52428037.6494
4.633333333333334,-41093480.964600004
4.666666666666667,-32055543.1242
4.7,-32312627.323200002
4.733333333333333,-72080696.4174
4.766666666666667,-109003700.376
4.8,-129884650.317
4.833333333333333,-141230632.96620002
4.866666666666666,-146463724.66140002
4.9,-148006229.8554
4.933333333333334,-143858604.7782
4.966666666666667,-135186297.79860002
5.0,-125000050.53600001
5.033333333333333,-116613392.6664
5.066666666666666,-110323399.2642
5.1,-108312429.52980001
5.133333333333334,-106849906.0866
5.166666666666667,-108449541.10260001
5.2,-106364302.5996
5.233333333333333,-94087103.85180001
5.266666666666667,-73954554.57900001
5.3,-56952719.551800005
5.333333333333333,-47634845.5836
5.366666666666666,-43075885.788
5.4,-44658381.8574
5.433333333333334,-74508713.8524
5.466666666666667,-141984746.6166
5.5,-171817939.66500002
5.533333333333333,-182375530.77060002
5.566666666666666,-187197287.74740002
5.6,-186340340.4174
5.633333333333334,-178216479.729
5.666666666666667,-161163227.86200002
5.7,-148137628.446
5.733333333333333,-132021305.65980001
5.766666666666667,-115984964.6244
5.8,-97857672.10380001
5.833333333333333,-77376630.9168
5.866666666666666,-65990657.39220001
5.9,-57741111.095400006
5.933333333333334,-51079773.850200005
5.966666666666667,-42978765.09060001
6.0,-34037947.9476
6.033333333333333,-22703391.2628
6.066666666666666,-9643513.9536
6.1,-2896481.9754000003
6.133333333333334,-28536346.089
6.166666666666667,-63899705.907000005
6.2,-80530197.09120001
6.233333333333333,-88945419.8718
6.266666666666667,-99051685.38360001
6.3,-97269234.93720001
6.333333333333333,-88151315.346
6.366666666666666,-78125031.58500001
6.4,-72234946.9368
6.433333333333334,-71709352.57440001
6.466666666666667,-70852405.24440001
6.5,-69692669.8578
6.533333333333333,-67767394.8564
6.566666666666666,-60643306.053
6.6,-50554179.4878
6.633333333333334,-39053946.3192
6.666666666666667,-28467790.3026
6.7,-15876377.5338
6.733333333333333,-9077928.7158
6.766666666666667,-16082044.893000001
6.8,-53193577.2642
6.833333333333333,-83832300.8028
6.866666666666666,-101565397.55160001
6.9,-111574542.36600001
6.933333333333334,-112357220.92740001
6.966666666666667,-117076144.2246
7.0,-118281583.46880001
7.033333333333333,-113002787.91600001
7.066666666666666,-102136695.77160001
7.1,-88037055.702
7.133333333333334,-79873204.1382
7.166666666666667,-74297333.511
7.2,-69784077.573
7.233333333333333,-63065610.5058
7.266666666666667,-58192436.68920001
7.3,-51039782.974800006
7.333333333333333,-39728078.2188
7.366666666666666,-21966416.559
7.4,-8700871.890600001
7.433333333333334,-29507553.063
7.466666666666667,-68035905.0198
7.5,-95126866.6122
7.533333333333333,-107489760.09300001
7.566666666666666,-113808318.4062
7.6,-112899954.23640001
7.633333333333334,-98714619.43380001
7.666666666666667,-79210498.20300001
7.7,-58500937.728
7.733333333333333,-40150838.9016
7.766666666666667,-27679398.759000003
7.8,-20263947.8634
7.833333333333333,-7135514.7678000005
7.866666666666666,-7055533.017000001
7.9,-14893744.595400002
7.933333333333334,-16024915.071
7.966666666666667,-12380032.4274
8.0,12431449.2672
8.033333333333333,43578628.2216
8.066666666666666,68075895.8952
8.1,58980828.23280001
8.133333333333333,35106275.619
8.166666666666666,21772175.1642
8.2,19944020.860200003
8.233333333333333,27090961.592400003
8.266666666666667,44984021.842800006
8.3,69944041.07460001
8.333333333333334,94235641.38900001
8.366666666666667,117224681.7618
8.4,134026562.41200002
8.433333333333334,143858604.7782
8.466666666666667,150799878.1512
8.5,160134891.066
8.533333333333333,168595817.7042
8.566666666666666,173908891.1502
8.6,180404551.91160002
8.633333333333333,185386272.39000002
8.666666666666666,186917351.6196
8.7,187197287.74740002
8.733333333333333,177690885.3666
8.766666666666667,140025193.722
8.8,99223074.8496
8.833333333333334,79964611.8534
8.866666666666667,67710265.0344
8.9,60746139.7326
8.933333333333334,61014649.896000005
8.966666666666667,63556926.975
9.0,63528362.064
9.033333333333333,65013737.436000004
9.066666666666666,63933983.80020001
9.1,62665701.7518
9.133333333333333,65253682.68840001
9.166666666666666,68498656.57800001
9.2,70641024.90300001
9.233333333333333,74371602.27960001
9.266666666666667,77193815.48640001
9.3,76639656.213
9.333333333333334,75776995.9008
9.366666666666667,72806245.1568
9.4,57289785.501600005
9.433333333333334,13077016.255800001
9.466666666666667,-35077710.708000004
9.5,-62722831.573800005
9.533333333333333,-77222380.3974
9.566666666666666,-78810589.449
9.6,-56164328.008200005
9.633333333333333,7204070.5542
9.666666666666666,55147417.1766
9.7,78062188.7808
9.733333333333333,93641491.24020001
9.766666666666667,106781350.3002
9.8,117436062.1032
9.833333333333334,121515131.39400001
9.866666666666667,122680579.76280001
9.9,122554894.1544
9.933333333333334,124914355.803
9.966666666666667,131815638.3006
